	Data Name	L*(D50)	a*(D50)	b*(D50)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
112 	[Retrieved Data]792 (5/14/2024 2:02:40 PM)	80.84	5.04	17.55	10.35	10.35	10.35	10.35	10.35	15.55	29.72	41.41	44.28	43.12	40.22	40.52	41.56	44.20	49.56	53.94	56.11	57.06	56.87	55.83	55.61	56.75	58.58	60.77	63.05	65.46	68.07	71.01	73.87	76.10	77.89	79.39	80.92	82.60	84.31	84.31	84.31	84.31	84.31
112 	[Retrieved Data]792 (5/14/2024 2:02:40 PM)	78.98	5.27	17.78	7.54	7.54	7.54	7.54	7.54	12.73	26.91	38.72	41.72	40.46	37.36	37.59	38.56	41.10	46.41	50.74	52.85	53.77	53.56	52.51	52.32	53.46	55.30	57.44	59.66	62.06	64.67	67.56	70.39	72.66	74.40	75.91	77.45	79.12	80.86	80.86	80.86	80.86	80.86
113 	[Retrieved Data]793 (5/14/2024 2:02:40 PM)	86.98	-2.47	12.00	11.97	11.97	11.97	11.97	11.97	20.02	40.19	56.19	60.59	58.92	55.34	55.75	56.74	58.98	64.56	70.02	72.88	73.54	72.92	71.34	69.64	68.39	67.61	67.61	68.39	69.85	71.84	74.27	76.67	78.61	80.15	81.46	82.82	84.32	85.74	85.74	85.74	85.74	85.74
113 	[Retrieved Data]793 (5/14/2024 2:02:40 PM)	85.32	-2.50	11.86	9.13	9.13	9.13	9.13	9.13	17.18	37.35	53.59	58.18	56.37	52.51	52.88	53.76	55.90	61.42	66.84	69.61	70.20	69.55	67.96	66.31	65.07	64.31	64.26	64.96	66.42	68.36	70.78	73.18	75.13	76.65	77.96	79.29	80.78	82.23	82.23	82.23	82.23	82.23
114 	[Retrieved Data]794 (5/14/2024 2:02:40 PM)	87.56	-0.90	13.50	12.06	12.06	12.06	12.06	12.06	20.11	40.05	55.64	59.90	58.22	54.77	55.27	56.30	58.78	64.48	69.80	72.51	73.28	72.91	71.69	70.53	70.03	70.02	70.59	71.64	73.13	74.94	77.13	79.24	80.93	82.25	83.38	84.54	85.79	86.99	86.99	86.99	86.99	86.99
114 	[Retrieved Data]794 (5/14/2024 2:02:40 PM)	85.93	-0.88	13.40	9.28	9.28	9.28	9.28	9.28	17.29	37.25	53.12	57.55	55.74	51.97	52.37	53.42	55.73	61.35	66.62	69.30	69.99	69.57	68.32	67.25	66.75	66.74	67.24	68.22	69.69	71.53	73.66	75.75	77.49	78.76	79.88	81.04	82.30	83.52	83.52	83.52	83.52	83.52
115 	[Retrieved Data]795 (5/14/2024 2:02:40 PM)	90.63	0.41	14.37	12.77	12.77	12.77	12.77	12.77	21.89	43.82	60.59	65.15	63.13	59.40	59.82	60.77	62.96	68.55	74.14	77.23	78.21	78.23	77.66	77.27	77.59	78.34	79.41	80.58	81.75	82.97	84.33	85.56	86.57	87.33	87.96	88.64	89.36	89.96	89.96	89.96	89.96	89.96
115 	[Retrieved Data]795 (5/14/2024 2:02:40 PM)	89.12	0.48	14.25	9.98	9.98	9.98	9.98	9.98	19.10	41.06	58.09	62.90	60.70	56.68	57.06	57.87	59.95	65.49	71.04	74.02	74.95	74.93	74.35	74.00	74.35	75.09	76.10	77.18	78.37	79.57	80.89	82.11	83.16	83.90	84.55	85.24	85.93	86.55	86.55	86.55	86.55	86.55
116 	[Retrieved Data]796 (5/14/2024 2:02:40 PM)	84.60	-1.05	17.35	11.04	11.04	11.04	11.04	11.04	17.38	33.63	46.52	49.85	48.58	45.82	46.53	48.14	51.44	57.96	63.71	66.61	67.52	67.10	65.69	64.46	63.97	63.94	64.53	65.70	67.48	69.76	72.45	75.12	77.27	78.94	80.38	81.84	83.48	85.07	85.07	85.07	85.07	85.07
116 	[Retrieved Data]796 (5/14/2024 2:02:40 PM)	82.84	-1.04	17.48	8.23	8.23	8.23	8.23	8.23	14.53	30.77	43.83	47.31	45.93	42.92	43.60	45.11	48.31	54.77	60.45	63.31	64.16	63.71	62.30	61.12	60.64	60.60	61.13	62.24	64.01	66.27	68.94	71.59	73.74	75.43	76.83	78.32	79.93	81.53	81.53	81.53	81.53	81.53
117 	[Retrieved Data]797 (5/14/2024 2:02:40 PM)	88.05	0.99	18.64	11.54	11.54	11.54	11.54	11.54	18.94	37.20	51.16	54.82	53.22	50.19	50.86	52.32	55.44	61.94	67.99	71.26	72.40	72.43	71.71	71.38	71.98	73.06	74.46	75.94	77.48	79.09	80.90	82.58	83.94	84.98	85.82	86.72	87.73	88.62	88.62	88.62	88.62	88.62
117 	[Retrieved Data]797 (5/14/2024 2:02:40 PM)	86.44	1.06	18.74	8.77	8.77	8.77	8.77	8.77	16.15	34.40	48.58	52.40	50.66	47.36	47.98	49.37	52.37	58.82	64.81	67.98	69.10	69.08	68.37	68.08	68.68	69.77	71.10	72.53	74.04	75.64	77.44	79.09	80.47	81.47	82.36	83.25	84.23	85.13	85.13	85.13	85.13	85.13
118 	[Retrieved Data]798 (5/14/2024 2:02:40 PM)	89.83	-3.12	18.88	11.65	11.65	11.65	11.65	11.65	19.58	38.80	53.45	57.41	55.81	52.82	53.74	55.49	58.89	66.14	73.53	77.78	79.07	78.93	77.90	76.71	75.86	75.35	75.46	76.10	77.21	78.64	80.41	82.13	83.50	84.55	85.45	86.42	87.42	88.36	88.36	88.36	88.36	88.36
118 	[Retrieved Data]798 (5/14/2024 2:02:40 PM)	88.29	-3.18	18.93	8.89	8.89	8.89	8.89	8.89	16.81	36.06	50.94	55.08	53.34	50.05	50.92	52.59	55.87	63.06	70.42	74.58	75.82	75.62	74.59	73.42	72.59	72.09	72.13	72.70	73.80	75.22	76.95	78.64	80.03	81.12	82.01	82.96	83.97	84.88	84.88	84.88	84.88	84.88
119 	[Retrieved Data]799 (5/14/2024 2:02:40 PM)	85.53	1.94	20.32	10.73	10.73	10.73	10.73	10.73	17.05	33.12	45.63	48.81	47.41	44.55	45.11	46.51	49.54	55.91	62.11	65.71	67.12	67.16	66.32	65.95	66.64	67.89	69.48	71.21	73.05	75.03	77.26	79.41	81.08	82.39	83.50	84.63	85.90	87.08	87.08	87.08	87.08	87.08
119 	[Retrieved Data]799 (5/14/2024 2:02:40 PM)	83.83	2.06	20.53	7.96	7.96	7.96	7.96	7.96	14.26	30.32	43.00	46.31	44.80	41.71	42.25	43.53	46.45	52.76	58.92	62.43	63.81	63.81	62.94	62.62	63.33	64.58	66.12	67.78	69.62	71.60	73.81	75.90	77.62	78.92	80.01	81.19	82.40	83.59	83.59	83.59	83.59	83.59
120 	[Retrieved Data]800 (5/14/2024 2:02:40 PM)	23.58	2.55	0.55	4.33	4.33	4.33	4.33	4.33	4.16	4.07	4.00	3.92	3.88	3.85	3.81	3.79	3.78	3.78	3.77	3.74	3.76	3.80	3.85	3.91	3.97	4.02	4.07	4.13	4.22	4.30	4.37	4.45	4.55	4.74	5.28	6.54	9.42	15.46	15.46	15.46	15.46	15.46
120 	[Retrieved Data]800 (5/14/2024 2:02:40 PM)	4.67	2.26	-3.46	1.31	1.31	1.31	1.31	1.31	1.13	1.02	0.92	0.83	0.74	0.69	0.65	0.62	0.58	0.58	0.56	0.53	0.51	0.51	0.48	0.47	0.46	0.47	0.44	0.45	0.46	0.50	0.53	0.56	0.64	0.81	1.26	2.51	5.30	11.24	11.24	11.24	11.24	11.24
121 	[Retrieved Data]801 (5/14/2024 2:02:40 PM)	42.38	-48.74	23.66	4.76	4.76	4.76	4.76	4.76	4.64	4.56	4.52	4.49	4.52	4.62	4.77	5.16	6.43	11.87	23.69	32.18	30.48	22.60	14.22	8.22	5.30	4.34	4.16	4.19	4.37	4.66	5.21	6.13	7.30	8.62	10.24	12.33	15.30	19.56	19.56	19.56	19.56	19.56
121 	[Retrieved Data]801 (5/14/2024 2:02:40 PM)	36.43	-66.66	32.60	1.78	1.78	1.78	1.78	1.78	1.61	1.49	1.40	1.34	1.27	1.32	1.39	1.71	2.91	8.26	20.01	28.43	26.75	18.94	10.68	4.82	1.98	1.04	0.79	0.77	0.86	1.09	1.60	2.51	3.63	4.98	6.57	8.66	11.58	15.81	15.81	15.81	15.81	15.81
122 	[Retrieved Data]802 (5/14/2024 2:02:40 PM)	90.03	-1.49	13.08	12.70	12.70	12.70	12.70	12.70	21.79	43.76	60.70	65.41	63.46	59.74	60.17	61.12	63.31	68.93	74.67	77.83	78.67	78.42	77.41	76.34	75.76	75.58	75.95	76.76	77.93	79.36	81.04	82.69	83.98	85.00	85.87	86.77	87.74	88.62	88.62	88.62	88.62	88.62
122 	[Retrieved Data]802 (5/14/2024 2:02:40 PM)	88.51	-1.48	12.92	9.93	9.93	9.93	9.93	9.93	18.98	40.99	58.23	63.14	61.05	57.02	57.42	58.25	60.30	65.89	71.60	74.62	75.40	75.12	74.10	73.08	72.51	72.33	72.66	73.38	74.55	75.95	77.63	79.24	80.56	81.57	82.43	83.34	84.30	85.20	85.20	85.20	85.20	85.20
123 	[Retrieved Data]803 (5/14/2024 2:02:40 PM)	84.10	-2.78	15.51	11.10	11.10	11.10	11.10	11.10	17.58	34.18	47.35	50.86	49.62	46.80	47.48	49.04	52.27	58.79	64.50	67.29	67.97	67.30	65.52	63.71	62.47	61.74	61.81	62.72	64.46	66.82	69.74	72.68	74.99	76.87	78.48	80.12	81.94	83.76	83.76	83.76	83.76	83.76
123 	[Retrieved Data]803 (5/14/2024 2:02:40 PM)	82.33	-2.82	15.58	8.26	8.26	8.26	8.26	8.26	14.71	31.32	44.67	48.32	46.97	43.90	44.54	46.01	49.12	55.59	61.28	63.96	64.62	63.92	62.12	60.36	59.15	58.40	58.45	59.27	61.01	63.38	66.26	69.13	71.48	73.35	74.95	76.62	78.42	80.24	80.24	80.24	80.24	80.24
124 	[Retrieved Data]804 (5/14/2024 2:02:40 PM)	87.51	-0.82	17.09	11.61	11.61	11.61	11.61	11.61	19.06	37.48	51.72	55.51	53.95	50.84	51.47	52.86	55.85	62.28	68.48	71.82	72.90	72.71	71.63	70.66	70.40	70.60	71.32	72.45	73.95	75.73	77.85	79.88	81.52	82.79	83.87	84.97	86.19	87.35	87.35	87.35	87.35	87.35
124 	[Retrieved Data]804 (5/14/2024 2:02:40 PM)	85.88	-0.81	17.15	8.82	8.82	8.82	8.82	8.82	16.25	34.68	49.13	53.08	51.39	48.02	48.62	49.90	52.77	59.17	65.32	68.59	69.59	69.38	68.29	67.37	67.13	67.31	67.99	69.03	70.53	72.31	74.38	76.39	78.07	79.31	80.38	81.50	82.72	83.85	83.85	83.85	83.85	83.85
125 	[Retrieved Data]805 (5/14/2024 2:02:40 PM)	90.87	0.98	17.94	12.22	12.22	12.22	12.22	12.22	20.77	41.33	56.94	61.14	59.26	55.85	56.42	57.59	60.31	66.59	72.99	76.66	77.99	78.27	77.92	77.88	78.67	79.89	81.33	82.69	83.90	84.97	86.12	87.15	87.97	88.59	89.11	89.66	90.25	90.70	90.70	90.70	90.70	90.70
125 	[Retrieved Data]805 (5/14/2024 2:02:40 PM)	89.37	1.05	17.93	9.49	9.49	9.49	9.49	9.49	18.03	38.62	54.49	58.88	56.85	53.12	53.66	54.74	57.32	63.56	69.91	73.51	74.78	74.99	74.62	74.62	75.45	76.65	78.07	79.33	80.52	81.60	82.72	83.72	84.56	85.17	85.71	86.26	86.82	87.29	87.29	87.29	87.29	87.29
126 	[Retrieved Data]806 (5/14/2024 2:02:40 PM)	84.94	-0.15	18.99	10.64	10.64	10.64	10.64	10.64	16.89	32.93	45.54	48.80	47.54	44.82	45.50	47.13	50.50	57.22	63.25	66.37	67.43	67.19	65.96	65.04	64.96	65.37	66.30	67.65	69.44	71.60	74.15	76.63	78.61	80.15	81.48	82.84	84.32	85.77	85.77	85.77	85.77	85.77
126 	[Retrieved Data]806 (5/14/2024 2:02:40 PM)	83.19	-0.10	19.17	7.88	7.88	7.88	7.88	7.88	14.10	30.10	42.88	46.29	44.90	41.92	42.59	44.12	47.39	54.07	60.01	63.07	64.07	63.79	62.57	61.68	61.63	62.02	62.91	64.20	65.98	68.15	70.64	73.12	75.08	76.66	77.96	79.35	80.80	82.27	82.27	82.27	82.27	82.27
127 	[Retrieved Data]807 (5/14/2024 2:02:40 PM)	88.12	1.45	20.42	11.22	11.22	11.22	11.22	11.22	18.38	36.13	49.68	53.19	51.60	48.56	49.14	50.48	53.43	59.97	66.70	70.74	72.30	72.51	71.91	71.70	72.48	73.76	75.33	76.89	78.45	80.00	81.70	83.30	84.55	85.54	86.32	87.17	88.09	88.91	88.91	88.91	88.91	88.91
127 	[Retrieved Data]807 (5/14/2024 2:02:40 PM)	86.52	1.54	20.55	8.48	8.48	8.48	8.48	8.48	15.62	33.36	47.15	50.83	49.10	45.77	46.30	47.59	50.41	56.85	63.56	67.53	69.03	69.17	68.57	68.43	69.21	70.47	71.99	73.49	75.02	76.59	78.24	79.82	81.10	82.07	82.88	83.73	84.62	85.46	85.46	85.46	85.46	85.46
128 	[Retrieved Data]808 (5/14/2024 2:02:40 PM)	28.31	24.21	-45.67	12.76	12.76	12.76	12.76	12.76	15.93	23.95	33.25	33.49	28.74	22.18	16.67	12.15	9.51	7.57	6.24	5.60	5.32	5.02	4.66	4.43	4.31	4.28	4.32	4.45	4.70	5.12	5.85	7.03	8.42	10.00	11.81	14.07	17.20	21.55	21.55	21.55	21.55	21.55
128 	[Retrieved Data]808 (5/14/2024 2:02:40 PM)	16.04	39.15	-60.31	9.59	9.59	9.59	9.59	9.59	12.68	20.60	29.88	30.07	25.26	18.67	13.18	8.68	6.03	4.09	2.80	2.14	1.86	1.59	1.26	1.04	0.94	0.87	0.85	0.91	1.09	1.46	2.18	3.34	4.70	6.24	8.04	10.30	13.39	17.71	17.71	17.71	17.71	17.71
129 	[Retrieved Data]809 (5/14/2024 2:02:40 PM)	54.32	64.84	49.54	4.69	4.69	4.69	4.69	4.69	4.53	4.45	4.37	4.32	4.35	4.43	4.57	4.80	5.18	5.74	6.17	6.38	6.49	6.43	6.29	6.68	9.10	16.46	30.79	49.50	67.38	79.91	87.01	90.48	91.88	92.52	92.77	92.96	93.11	93.11	93.11	93.11	93.11	93.11
129 	[Retrieved Data]809 (5/14/2024 2:02:40 PM)	49.86	71.28	66.55	1.85	1.85	1.85	1.85	1.85	1.62	1.45	1.32	1.20	1.12	1.12	1.14	1.26	1.53	1.96	2.30	2.47	2.60	2.55	2.42	2.79	5.17	12.43	26.64	45.24	63.10	75.61	82.73	86.19	87.62	88.25	88.53	88.75	88.85	88.84	88.84	88.84	88.84	88.84
130 	[Retrieved Data]810 (5/14/2024 2:02:40 PM)	80.11	-0.03	17.80	9.93	9.93	9.93	9.93	9.93	14.80	28.14	39.18	42.02	41.15	38.83	39.54	41.23	44.69	51.04	55.94	58.14	58.86	58.30	56.66	55.39	54.97	55.11	55.89	57.33	59.50	62.28	65.64	68.99	71.67	73.85	75.71	77.63	79.72	81.87	81.87	81.87	81.87	81.87
130 	[Retrieved Data]810 (5/14/2024 2:02:40 PM)	78.19	0.02	18.08	7.13	7.13	7.13	7.13	7.13	11.98	25.28	36.47	39.39	38.44	35.89	36.56	38.18	41.57	47.82	52.68	54.85	55.53	54.93	53.28	52.04	51.67	51.79	52.55	53.92	56.08	58.84	62.18	65.48	68.19	70.31	72.17	74.07	76.18	78.31	78.31	78.31	78.31	78.31
131 	[Retrieved Data]811 (5/14/2024 2:02:40 PM)	75.71	3.79	19.33	8.98	8.98	8.98	8.98	8.98	12.56	23.07	32.21	34.42	33.82	31.92	32.59	34.24	37.76	43.60	47.35	48.75	49.37	48.90	47.47	46.79	47.33	48.47	50.09	52.11	54.73	57.91	61.66	65.43	68.39	70.87	72.95	75.07	77.46	79.94	79.94	79.94	79.94	79.94
131 	[Retrieved Data]811 (5/14/2024 2:02:40 PM)	73.60	4.02	19.85	6.15	6.15	6.15	6.15	6.15	9.71	20.21	29.46	31.73	31.04	28.96	29.57	31.17	34.60	40.39	44.08	45.44	46.03	45.53	44.11	43.48	44.04	45.16	46.76	48.73	51.33	54.51	58.19	61.93	64.90	67.35	69.43	71.58	73.91	76.39	76.39	76.39	76.39	76.39
132 	[Retrieved Data]812 (5/14/2024 2:02:40 PM)	77.22	-0.04	20.04	9.08	9.08	9.08	9.08	9.08	12.90	23.82	33.13	35.47	34.90	33.11	34.00	36.00	39.97	46.66	51.33	53.23	53.87	53.25	51.51	50.20	49.80	49.91	50.68	52.17	54.50	57.55	61.27	65.02	68.03	70.50	72.63	74.80	77.21	79.74	79.74	79.74	79.74	79.74
132 	[Retrieved Data]812 (5/14/2024 2:02:40 PM)	75.18	0.03	20.55	6.24	6.24	6.24	6.24	6.24	10.06	20.96	30.38	32.78	32.14	30.16	30.99	32.93	36.81	43.43	48.08	49.90	50.51	49.86	48.14	46.87	46.51	46.62	47.37	48.77	51.09	54.14	57.80	61.51	64.55	67.01	69.13	71.28	73.66	76.21	76.21	76.21	76.21	76.21
133 	[Retrieved Data]813 (5/14/2024 2:02:40 PM)	80.58	1.72	22.77	9.45	9.45	9.45	9.45	9.45	13.89	25.90	35.63	38.02	37.22	35.28	36.17	38.20	42.20	49.19	54.60	57.17	58.19	57.95	56.71	56.05	56.49	57.49	58.93	60.73	62.96	65.67	68.79	71.87	74.32	76.26	77.95	79.61	81.49	83.40	83.40	83.40	83.40	83.40
133 	[Retrieved Data]813 (5/14/2024 2:02:40 PM)	78.68	1.85	23.30	6.65	6.65	6.65	6.65	6.65	11.06	23.08	32.92	35.37	34.47	32.35	33.19	35.15	39.06	45.98	51.35	53.84	54.81	54.57	53.33	52.72	53.15	54.14	55.55	57.30	59.56	62.21	65.30	68.36	70.81	72.76	74.40	76.07	77.95	79.88	79.88	79.88	79.88	79.88
134 	[Retrieved Data]814 (5/14/2024 2:02:40 PM)	74.72	0.54	21.54	8.62	8.62	8.62	8.62	8.62	11.73	20.92	28.85	30.78	30.39	28.98	29.92	31.99	36.18	42.93	47.33	48.93	49.49	48.84	47.12	45.91	45.67	45.89	46.71	48.25	50.72	53.98	57.93	61.98	65.22	67.89	70.20	72.57	75.20	78.02	78.02	78.02	78.02	78.02
134 	[Retrieved Data]814 (5/14/2024 2:02:40 PM)	72.57	0.63	22.27	5.81	5.81	5.81	5.81	5.81	8.91	18.08	26.09	28.06	27.60	25.99	26.90	28.94	33.03	39.72	44.04	45.62	46.18	45.49	43.77	42.63	42.40	42.60	43.41	44.90	47.34	50.59	54.50	58.53	61.78	64.40	66.74	69.09	71.73	74.53	74.53	74.53	74.53	74.53
135 	[Retrieved Data]815 (5/14/2024 2:02:40 PM)	77.98	2.58	23.09	8.92	8.92	8.92	8.92	8.92	12.65	23.19	32.05	34.21	33.58	31.80	32.61	34.46	38.33	45.02	50.10	52.47	53.49	53.19	51.85	51.18	51.66	52.71	54.24	56.17	58.64	61.58	65.03	68.49	71.21	73.42	75.31	77.24	79.37	81.56	81.56	81.56	81.56	81.56
135 	[Retrieved Data]815 (5/14/2024 2:02:40 PM)	75.99	2.75	23.73	6.15	6.15	6.15	6.15	6.15	9.86	20.39	29.33	31.56	30.85	28.88	29.65	31.45	35.20	41.84	46.86	49.18	50.17	49.84	48.51	47.88	48.38	49.43	50.93	52.80	55.25	58.17	61.60	64.99	67.76	69.93	71.84	73.75	75.86	78.08	78.08	78.08	78.08	78.08
136 	[Retrieved Data]816 (5/14/2024 2:02:40 PM)	81.17	4.93	24.30	9.41	9.41	9.41	9.41	9.41	13.87	25.92	35.63	37.98	37.08	34.94	35.63	37.30	40.89	47.47	52.94	55.83	57.17	57.25	56.46	56.52	58.01	60.18	62.65	65.06	67.46	69.95	72.68	75.32	77.37	79.00	80.36	81.78	83.31	84.86	84.86	84.86	84.86	84.86
136 	[Retrieved Data]816 (5/14/2024 2:02:40 PM)	79.33	5.16	24.84	6.70	6.70	6.70	6.70	6.70	11.14	23.17	33.00	35.43	34.45	32.12	32.76	34.36	37.84	44.39	49.78	52.61	53.92	53.95	53.16	53.25	54.75	56.92	59.35	61.69	64.09	66.57	69.28	71.91	73.97	75.57	76.94	78.34	79.88	81.44	81.44	81.44	81.44	81.44
137 	[Retrieved Data]817 (5/14/2024 2:02:40 PM)	74.92	-0.17	15.39	9.45	9.45	9.45	9.45	9.45	13.23	24.31	34.12	36.61	36.03	33.93	34.47	35.98	39.26	44.96	48.84	50.35	50.75	49.87	47.86	46.23	45.43	45.15	45.65	47.04	49.43	52.68	56.67	60.76	64.06	66.81	69.21	71.64	74.35	77.23	77.23	77.23	77.23	77.23
137 	[Retrieved Data]817 (5/14/2024 2:02:40 PM)	72.74	-0.10	15.72	6.58	6.58	6.58	6.58	6.58	10.33	21.39	31.29	33.85	33.19	30.90	31.42	32.87	36.02	41.67	45.53	46.96	47.35	46.45	44.46	42.87	42.09	41.83	42.30	43.63	45.99	49.23	53.15	57.21	60.55	63.24	65.65	68.08	70.76	73.64	73.64	73.64	73.64	73.64
138 	[Retrieved Data]818 (5/14/2024 2:02:40 PM)	75.39	1.32	17.43	9.21	9.21	9.21	9.21	9.21	12.89	23.66	33.09	35.43	34.86	32.93	33.60	35.30	38.84	44.76	48.56	49.93	50.39	49.70	47.93	46.72	46.48	46.78	47.72	49.35	51.82	55.03	58.92	62.88	66.05	68.65	70.91	73.21	75.78	78.50	78.50	78.50	78.50	78.50
138 	[Retrieved Data]818 (5/14/2024 2:02:40 PM)	73.25	1.45	17.87	6.37	6.37	6.37	6.37	6.37	10.04	20.76	30.25	32.69	32.05	29.93	30.58	32.19	35.62	41.51	45.28	46.57	47.00	46.29	44.57	43.39	43.18	43.47	44.38	45.96	48.40	51.60	55.43	59.36	62.54	65.12	67.36	69.67	72.22	74.94	74.94	74.94	74.94	74.94
139 	[Retrieved Data]819 (5/14/2024 2:02:40 PM)	78.24	3.26	19.19	9.40	9.40	9.40	9.40	9.40	13.66	25.59	35.63	38.10	37.32	35.21	35.88	37.54	41.04	47.06	51.21	52.89	53.59	53.22	51.88	51.22	51.77	52.93	54.58	56.59	59.08	62.02	65.44	68.85	71.54	73.71	75.59	77.47	79.58	81.77	81.77	81.77	81.77	81.77
139 	[Retrieved Data]819 (5/14/2024 2:02:40 PM)	76.24	3.46	19.60	6.60	6.60	6.60	6.60	6.60	10.84	22.75	32.89	35.43	34.55	32.25	32.90	34.50	37.89	43.83	47.93	49.57	50.24	49.84	48.50	47.88	48.44	49.62	51.24	53.17	55.64	58.58	61.96	65.34	68.04	70.19	72.05	73.94	76.04	78.21	78.21	78.21	78.21	78.21
140 	[Retrieved Data]820 (5/14/2024 2:02:40 PM)	80.15	-0.28	21.07	9.38	9.38	9.38	9.38	9.38	13.88	26.12	36.19	38.72	38.00	36.08	37.01	39.07	43.15	50.22	55.57	57.97	58.80	58.33	56.77	55.58	55.31	55.54	56.39	57.87	60.05	62.81	66.14	69.46	72.10	74.26	76.10	77.94	80.03	82.16	82.16	82.16	82.16	82.16
140 	[Retrieved Data]820 (5/14/2024 2:02:40 PM)	78.22	-0.23	21.53	6.58	6.58	6.58	6.58	6.58	11.04	23.26	33.43	36.06	35.24	33.12	34.03	36.00	39.98	46.99	52.30	54.62	55.42	54.92	53.37	52.23	51.96	52.19	53.02	54.42	56.61	59.35	62.65	65.92	68.59	70.72	72.56	74.43	76.47	78.61	78.61	78.61	78.61	78.61
141 	[Retrieved Data]821 (5/14/2024 2:02:40 PM)	75.97	3.96	21.35	8.93	8.93	8.93	8.93	8.93	12.39	22.41	30.92	32.95	32.38	30.70	31.46	33.26	37.06	43.29	47.30	48.81	49.50	49.12	47.79	47.23	47.95	49.25	51.01	53.12	55.75	58.89	62.56	66.22	69.13	71.50	73.52	75.60	77.92	80.35	80.35	80.35	80.35	80.35
141 	[Retrieved Data]821 (5/14/2024 2:02:40 PM)	73.85	4.21	21.99	6.10	6.10	6.10	6.10	6.10	9.55	19.52	28.12	30.22	29.59	27.70	28.42	30.19	33.88	40.05	43.99	45.46	46.12	45.72	44.38	43.88	44.61	45.91	47.65	49.70	52.31	55.41	59.04	62.70	65.60	67.97	70.00	72.05	74.35	76.77	76.77	76.77	76.77	76.77
142 	[Retrieved Data]822 (5/14/2024 2:02:40 PM)	77.60	0.61	22.90	8.86	8.86	8.86	8.86	8.86	12.49	22.77	31.34	33.42	32.91	31.38	32.38	34.57	38.89	46.07	51.07	53.10	53.86	53.39	51.85	50.82	50.80	51.27	52.30	53.91	56.27	59.28	62.87	66.50	69.40	71.75	73.77	75.82	78.10	80.52	80.52	80.52	80.52	80.52
142 	[Retrieved Data]822 (5/14/2024 2:02:40 PM)	75.58	0.70	23.57	6.06	6.06	6.06	6.06	6.06	9.67	19.92	28.59	30.75	30.17	28.43	29.39	31.51	35.76	42.85	47.81	49.82	50.53	50.02	48.49	47.52	47.50	47.96	48.99	50.54	52.86	55.87	59.43	63.02	65.94	68.27	70.28	72.35	74.61	77.01	77.01	77.01	77.01	77.01
143 	[Retrieved Data]823 (5/14/2024 2:02:40 PM)	80.75	2.37	23.67	9.30	9.30	9.30	9.30	9.30	13.69	25.59	35.23	37.59	36.80	34.84	35.66	37.56	41.42	48.37	54.03	56.93	58.12	57.99	56.85	56.32	56.96	58.17	59.84	61.76	64.06	66.70	69.72	72.71	75.08	76.95	78.54	80.18	81.97	83.80	83.80	83.80	83.80	83.80
143 	[Retrieved Data]823 (5/14/2024 2:02:40 PM)	78.88	2.51	24.21	6.53	6.53	6.53	6.53	6.53	10.90	22.80	32.57	35.01	34.12	31.96	32.75	34.58	38.35	45.22	50.84	53.65	54.83	54.66	53.52	53.03	53.69	54.91	56.52	58.38	60.66	63.32	66.28	69.24	71.61	73.46	75.09	76.72	78.48	80.33	80.33	80.33	80.33	80.33
144 	[Retrieved Data]824 (5/14/2024 2:02:40 PM)	69.43	7.65	22.45	7.99	7.99	7.99	7.99	7.99	10.10	16.92	23.18	24.57	24.25	22.98	23.56	25.11	28.42	33.70	36.77	37.89	38.51	38.08	36.85	36.63	37.77	39.52	41.64	44.09	47.10	50.70	54.90	59.16	62.60	65.40	67.89	70.42	73.20	76.21	76.21	76.21	76.21	76.21
144 	[Retrieved Data]824 (5/14/2024 2:02:40 PM)	67.05	8.12	23.51	5.21	5.21	5.21	5.21	5.21	7.31	14.11	20.41	21.81	21.43	20.07	20.59	22.05	25.29	30.50	33.55	34.62	35.25	34.83	33.60	33.41	34.55	36.28	38.39	40.78	43.76	47.36	51.50	55.74	59.19	61.98	64.46	66.97	69.73	72.75	72.75	72.75	72.75	72.75
145 	[Retrieved Data]825 (5/14/2024 2:02:40 PM)	77.40	0.22	15.63	9.77	9.77	9.77	9.77	9.77	14.16	26.58	37.28	40.05	39.33	37.04	37.61	39.01	42.24	48.06	52.22	53.89	54.40	53.68	51.83	50.36	49.78	49.74	50.44	51.87	54.22	57.25	60.93	64.73	67.70	70.18	72.33	74.50	76.93	79.49	79.49	79.49	79.49	79.49
145 	[Retrieved Data]825 (5/14/2024 2:02:40 PM)	75.33	0.29	15.88	6.88	6.88	6.88	6.88	6.88	11.25	23.65	34.49	37.33	36.53	34.01	34.54	35.90	39.01	44.79	48.88	50.49	50.98	50.23	48.40	46.98	46.43	46.37	47.02	48.42	50.73	53.74	57.41	61.15	64.13	66.62	68.73	70.92	73.31	75.86	75.86	75.86	75.86	75.86
