	Data Name	L*(D50)	a*(D50)	b*(D50)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
237 	[Retrieved Data]917 (5/14/2024 2:02:40 PM)	35.68	9.02	9.50	5.96	5.96	5.96	5.96	5.96	5.76	5.85	5.95	5.86	5.84	5.99	6.18	6.63	7.73	9.19	9.43	9.08	8.89	8.35	7.48	6.94	6.92	7.17	7.63	8.42	9.81	11.88	14.84	18.48	21.86	25.06	28.33	31.91	36.23	41.55	41.55	41.55	41.55	41.55
237 	[Retrieved Data]917 (5/14/2024 2:02:40 PM)	27.97	12.29	13.05	3.05	3.05	3.05	3.05	3.05	2.80	2.83	2.90	2.76	2.66	2.74	2.87	3.27	4.33	5.76	5.99	5.64	5.47	4.94	4.11	3.57	3.57	3.83	4.27	5.02	6.37	8.41	11.34	14.93	18.30	21.49	24.70	28.28	32.57	37.87	37.87	37.87	37.87	37.87
238 	[Retrieved Data]918 (5/14/2024 2:02:40 PM)	36.62	8.04	10.11	6.05	6.05	6.05	6.05	6.05	5.86	5.97	6.13	6.04	6.03	6.19	6.42	6.92	8.15	9.79	10.11	9.77	9.58	8.98	8.00	7.39	7.31	7.52	7.95	8.73	10.16	12.30	15.34	19.08	22.53	25.75	29.00	32.56	36.86	42.13	42.13	42.13	42.13	42.13
238 	[Retrieved Data]918 (5/14/2024 2:02:40 PM)	29.20	10.81	13.66	3.14	3.14	3.14	3.14	3.14	2.90	2.95	3.08	2.92	2.83	2.94	3.10	3.54	4.72	6.35	6.66	6.32	6.14	5.56	4.61	4.01	3.94	4.13	4.57	5.30	6.69	8.84	11.84	15.52	18.95	22.16	25.40	28.96	33.21	38.46	38.46	38.46	38.46	38.46
239 	[Retrieved Data]919 (5/14/2024 2:02:40 PM)	38.23	9.28	11.55	6.10	6.10	6.10	6.10	6.10	5.95	6.16	6.43	6.35	6.34	6.49	6.73	7.27	8.62	10.40	10.76	10.44	10.26	9.65	8.65	8.04	8.04	8.36	8.93	9.90	11.53	13.94	17.27	21.29	24.90	28.24	31.59	35.21	39.52	44.74	44.74	44.74	44.74	44.74
239 	[Retrieved Data]919 (5/14/2024 2:02:40 PM)	31.39	12.00	15.26	3.18	3.18	3.18	3.18	3.18	2.98	3.16	3.40	3.24	3.15	3.26	3.42	3.92	5.22	6.98	7.35	7.02	6.85	6.26	5.28	4.68	4.68	4.98	5.55	6.48	8.09	10.50	13.80	17.74	21.33	24.67	27.99	31.59	35.85	41.07	41.07	41.07	41.07	41.07
240 	[Retrieved Data]920 (5/14/2024 2:02:40 PM)	30.73	4.26	4.73	5.55	5.55	5.55	5.55	5.55	5.36	5.31	5.30	5.20	5.16	5.25	5.34	5.60	6.24	7.11	7.31	7.11	6.95	6.55	5.93	5.50	5.36	5.39	5.52	5.81	6.44	7.44	8.97	11.03	13.21	15.87	19.33	23.59	28.72	34.92	34.92	34.92	34.92	34.92
240 	[Retrieved Data]920 (5/14/2024 2:02:40 PM)	20.70	6.94	6.85	2.67	2.67	2.67	2.67	2.67	2.42	2.31	2.28	2.11	1.99	2.00	2.05	2.25	2.85	3.71	3.91	3.71	3.57	3.17	2.58	2.18	2.04	2.05	2.16	2.44	3.05	4.03	5.51	7.55	9.73	12.36	15.78	20.02	25.08	31.24	31.24	31.24	31.24	31.24
241 	[Retrieved Data]921 (5/14/2024 2:02:40 PM)	36.79	8.14	8.94	6.28	6.28	6.28	6.28	6.28	6.11	6.30	6.54	6.45	6.42	6.57	6.78	7.27	8.49	10.04	10.26	9.87	9.65	9.04	8.07	7.45	7.36	7.57	8.02	8.80	10.25	12.38	15.42	19.14	22.57	25.79	29.06	32.60	36.89	42.14	42.14	42.14	42.14	42.14
241 	[Retrieved Data]921 (5/14/2024 2:02:40 PM)	29.39	10.93	11.67	3.36	3.36	3.36	3.36	3.36	3.15	3.31	3.50	3.34	3.23	3.32	3.47	3.90	5.08	6.60	6.80	6.40	6.20	5.59	4.64	4.05	3.98	4.19	4.61	5.38	6.77	8.87	11.87	15.57	18.97	22.16	25.41	28.95	33.19	38.43	38.43	38.43	38.43	38.43
242 	[Retrieved Data]922 (5/14/2024 2:02:40 PM)	36.83	8.74	9.01	6.43	6.43	6.43	6.43	6.43	6.22	6.37	6.56	6.44	6.43	6.58	6.78	7.26	8.44	9.95	10.14	9.76	9.55	8.96	8.04	7.45	7.41	7.65	8.13	8.94	10.39	12.58	15.64	19.39	22.84	26.06	29.33	32.89	37.16	42.43	42.43	42.43	42.43	42.43
242 	[Retrieved Data]922 (5/14/2024 2:02:40 PM)	29.37	11.73	11.75	3.53	3.53	3.53	3.53	3.53	3.29	3.36	3.49	3.32	3.22	3.30	3.45	3.88	5.02	6.48	6.66	6.27	6.06	5.49	4.59	4.03	3.99	4.22	4.69	5.47	6.90	9.05	12.07	15.77	19.20	22.43	25.65	29.21	33.45	38.67	38.67	38.67	38.67	38.67
243 	[Retrieved Data]923 (5/14/2024 2:02:40 PM)	38.50	10.10	10.27	6.55	6.55	6.55	6.55	6.55	6.38	6.63	6.93	6.84	6.81	6.97	7.19	7.73	9.02	10.64	10.81	10.42	10.22	9.64	8.69	8.14	8.18	8.54	9.17	10.16	11.85	14.32	17.70	21.72	25.35	28.71	32.06	35.70	39.99	45.22	45.22	45.22	45.22	45.22
243 	[Retrieved Data]923 (5/14/2024 2:02:40 PM)	31.59	13.08	13.17	3.63	3.63	3.63	3.63	3.63	3.40	3.62	3.87	3.69	3.61	3.70	3.87	4.34	5.59	7.18	7.34	6.92	6.73	6.18	5.24	4.71	4.76	5.12	5.72	6.68	8.35	10.79	14.11	18.11	21.71	25.08	28.38	32.02	36.28	41.47	41.47	41.47	41.47	41.47
244 	[Retrieved Data]924 (5/14/2024 2:02:40 PM)	35.49	8.18	9.32	5.97	5.97	5.97	5.97	5.97	5.76	5.82	5.90	5.80	5.79	5.95	6.13	6.61	7.71	9.21	9.47	9.14	8.92	8.37	7.48	6.91	6.83	7.02	7.44	8.16	9.50	11.50	14.41	17.97	21.34	24.47	27.71	31.27	35.58	40.87	40.87	40.87	40.87	40.87
244 	[Retrieved Data]924 (5/14/2024 2:02:40 PM)	27.77	11.20	12.60	3.15	3.15	3.15	3.15	3.15	2.88	2.86	2.92	2.75	2.65	2.76	2.89	3.29	4.36	5.81	6.06	5.73	5.54	4.99	4.12	3.58	3.51	3.69	4.10	4.78	6.09	8.07	10.91	14.45	17.78	20.92	24.10	27.67	31.93	37.21	37.21	37.21	37.21	37.21
245 	[Retrieved Data]925 (5/14/2024 2:02:40 PM)	36.96	9.80	10.78	5.96	5.96	5.96	5.96	5.96	5.77	5.92	6.12	6.04	6.02	6.18	6.39	6.90	8.15	9.75	10.00	9.63	9.46	8.89	7.96	7.41	7.44	7.77	8.33	9.24	10.82	13.13	16.33	20.22	23.75	27.05	30.35	33.95	38.27	43.53	43.53	43.53	43.53	43.53
245 	[Retrieved Data]925 (5/14/2024 2:02:40 PM)	29.91	12.84	14.21	3.18	3.18	3.18	3.18	3.18	2.94	3.04	3.19	3.04	2.95	3.04	3.21	3.65	4.84	6.40	6.65	6.30	6.13	5.57	4.67	4.13	4.16	4.50	5.04	5.91	7.46	9.70	12.88	16.73	20.26	23.56	26.83	30.44	34.71	39.94	39.94	39.94	39.94	39.94
246 	[Retrieved Data]926 (5/14/2024 2:02:40 PM)	37.88	8.51	11.03	6.11	6.11	6.11	6.11	6.11	5.93	6.14	6.40	6.32	6.31	6.47	6.71	7.27	8.61	10.40	10.74	10.40	10.20	9.58	8.56	7.91	7.87	8.13	8.63	9.52	11.08	13.41	16.67	20.59	24.17	27.48	30.81	34.43	38.73	44.00	44.00	44.00	44.00	44.00
246 	[Retrieved Data]926 (5/14/2024 2:02:40 PM)	30.95	11.13	14.46	3.25	3.25	3.25	3.25	3.25	3.04	3.17	3.39	3.25	3.15	3.27	3.44	3.94	5.25	7.00	7.32	6.97	6.79	6.19	5.19	4.57	4.53	4.77	5.27	6.12	7.66	9.97	13.17	17.06	20.61	23.92	27.23	30.82	35.08	40.32	40.32	40.32	40.32	40.32
247 	[Retrieved Data]927 (5/14/2024 2:02:40 PM)	35.75	9.48	10.51	5.73	5.73	5.73	5.73	5.73	5.55	5.62	5.73	5.65	5.64	5.78	5.95	6.40	7.48	8.98	9.32	9.04	8.87	8.34	7.46	6.94	6.94	7.24	7.75	8.58	10.02	12.14	15.13	18.78	22.18	25.37	28.65	32.29	36.65	41.98	41.98	41.98	41.98	41.98
247 	[Retrieved Data]927 (5/14/2024 2:02:40 PM)	28.17	12.77	14.46	2.88	2.88	2.88	2.88	2.88	2.64	2.69	2.77	2.60	2.50	2.59	2.71	3.09	4.12	5.60	5.92	5.65	5.51	4.99	4.14	3.62	3.63	3.93	4.43	5.22	6.60	8.69	11.64	15.26	18.65	21.83	25.09	28.71	33.03	38.34	38.34	38.34	38.34	38.34
248 	[Retrieved Data]928 (5/14/2024 2:02:40 PM)	23.50	2.58	0.59	4.29	4.29	4.29	4.29	4.29	4.11	4.01	3.95	3.89	3.85	3.82	3.78	3.77	3.76	3.75	3.75	3.73	3.74	3.77	3.81	3.87	3.94	3.99	4.05	4.11	4.20	4.27	4.35	4.44	4.56	4.75	5.29	6.58	9.48	15.46	15.46	15.46	15.46	15.46
248 	[Retrieved Data]928 (5/14/2024 2:02:40 PM)	4.77	2.37	-3.49	1.32	1.32	1.32	1.32	1.32	1.15	1.02	0.92	0.84	0.75	0.72	0.66	0.63	0.61	0.59	0.57	0.54	0.52	0.51	0.50	0.47	0.47	0.47	0.47	0.46	0.48	0.51	0.54	0.57	0.67	0.85	1.34	2.59	5.37	11.27	11.27	11.27	11.27	11.27
249 	[Retrieved Data]929 (5/14/2024 2:02:40 PM)	42.60	-50.11	23.83	4.74	4.74	4.74	4.74	4.74	4.60	4.52	4.47	4.46	4.49	4.60	4.75	5.17	6.57	12.77	25.08	32.92	30.73	22.72	14.28	8.20	5.22	4.25	4.05	4.09	4.29	4.58	5.15	6.09	7.25	8.61	10.24	12.34	15.32	19.59	19.59	19.59	19.59	19.59
249 	[Retrieved Data]929 (5/14/2024 2:02:40 PM)	36.83	-67.92	32.66	1.81	1.81	1.81	1.81	1.81	1.64	1.50	1.41	1.32	1.27	1.33	1.42	1.76	3.09	9.21	21.45	29.25	27.08	19.13	10.82	4.88	1.98	1.04	0.79	0.75	0.86	1.09	1.61	2.52	3.68	5.00	6.60	8.69	11.64	15.87	15.87	15.87	15.87	15.87
250 	[Retrieved Data]930 (5/14/2024 2:02:40 PM)	38.50	9.30	9.78	6.54	6.54	6.54	6.54	6.54	6.40	6.71	7.06	6.98	6.95	7.10	7.31	7.84	9.16	10.81	11.02	10.60	10.39	9.77	8.77	8.17	8.16	8.47	9.04	9.99	11.62	14.04	17.36	21.34	24.92	28.28	31.61	35.24	39.54	44.77	44.77	44.77	44.77	44.77
250 	[Retrieved Data]930 (5/14/2024 2:02:40 PM)	31.63	12.08	12.47	3.66	3.66	3.66	3.66	3.66	3.46	3.69	4.00	3.85	3.75	3.83	4.01	4.47	5.74	7.36	7.55	7.12	6.92	6.32	5.35	4.76	4.75	5.06	5.62	6.55	8.16	10.53	13.82	17.73	21.34	24.66	27.98	31.58	35.82	41.04	41.04	41.04	41.04	41.04
251 	[Retrieved Data]931 (5/14/2024 2:02:40 PM)	35.39	7.08	8.59	6.14	6.14	6.14	6.14	6.14	5.93	5.96	6.04	5.95	5.92	6.09	6.27	6.72	7.84	9.34	9.61	9.28	9.06	8.48	7.56	6.94	6.80	6.92	7.26	7.92	9.16	11.09	13.88	17.39	20.66	23.77	26.96	30.47	34.73	40.02	40.02	40.02	40.02	40.02
251 	[Retrieved Data]931 (5/14/2024 2:02:40 PM)	27.47	9.88	11.66	3.22	3.22	3.22	3.22	3.22	2.96	2.97	3.00	2.82	2.73	2.80	2.95	3.33	4.41	5.88	6.15	5.80	5.59	5.03	4.15	3.55	3.42	3.53	3.85	4.48	5.71	7.62	10.36	13.80	17.07	20.16	23.30	26.82	31.04	36.28	36.28	36.28	36.28	36.28
252 	[Retrieved Data]932 (5/14/2024 2:02:40 PM)	36.80	8.82	9.81	6.15	6.15	6.15	6.15	6.15	5.96	6.11	6.31	6.23	6.20	6.35	6.57	7.06	8.27	9.85	10.10	9.74	9.54	8.95	8.00	7.41	7.39	7.64	8.13	8.97	10.44	12.64	15.74	19.53	23.00	26.24	29.52	33.09	37.38	42.66	42.66	42.66	42.66	42.66
252 	[Retrieved Data]932 (5/14/2024 2:02:40 PM)	29.47	11.75	13.06	3.24	3.24	3.24	3.24	3.24	3.02	3.13	3.28	3.11	3.02	3.11	3.27	3.71	4.88	6.41	6.66	6.29	6.11	5.54	4.62	4.05	4.02	4.27	4.75	5.55	7.00	9.16	12.22	15.95	19.41	22.65	25.92	29.49	33.73	38.96	38.96	38.96	38.96	38.96
253 	[Retrieved Data]933 (5/14/2024 2:02:40 PM)	38.53	10.33	11.17	6.26	6.26	6.26	6.26	6.26	6.11	6.38	6.69	6.62	6.59	6.73	6.96	7.51	8.83	10.53	10.76	10.39	10.21	9.63	8.67	8.12	8.19	8.59	9.24	10.27	12.00	14.48	17.90	21.94	25.60	28.97	32.34	35.96	40.26	45.47	45.47	45.47	45.47	45.47
253 	[Retrieved Data]933 (5/14/2024 2:02:40 PM)	31.68	13.33	14.58	3.36	3.36	3.36	3.36	3.36	3.14	3.35	3.63	3.48	3.38	3.47	3.63	4.12	5.38	7.06	7.29	6.91	6.75	6.19	5.25	4.72	4.80	5.18	5.82	6.82	8.51	10.98	14.33	18.36	21.98	25.35	28.68	32.31	36.56	41.75	41.75	41.75	41.75	41.75
254 	[Retrieved Data]934 (5/14/2024 2:02:40 PM)	35.51	8.40	9.73	5.86	5.86	5.86	5.86	5.86	5.66	5.73	5.82	5.73	5.72	5.86	6.05	6.49	7.59	9.09	9.39	9.09	8.90	8.36	7.47	6.92	6.87	7.10	7.52	8.26	9.58	11.59	14.49	18.05	21.37	24.53	27.78	31.38	35.73	41.08	41.08	41.08	41.08	41.08
254 	[Retrieved Data]934 (5/14/2024 2:02:40 PM)	27.67	11.55	13.46	2.95	2.95	2.95	2.95	2.95	2.71	2.71	2.78	2.61	2.52	2.60	2.74	3.12	4.17	5.64	5.94	5.63	5.46	4.93	4.08	3.53	3.50	3.71	4.13	4.84	6.12	8.11	10.96	14.48	17.79	20.94	24.17	27.78	32.08	37.39	37.39	37.39	37.39	37.39
255 	[Retrieved Data]935 (5/14/2024 2:02:40 PM)	37.04	9.88	10.99	5.95	5.95	5.95	5.95	5.95	5.78	5.92	6.13	6.04	6.02	6.16	6.37	6.85	8.05	9.67	9.98	9.67	9.50	8.93	8.00	7.46	7.49	7.82	8.41	9.34	10.92	13.22	16.42	20.28	23.80	27.07	30.35	33.92	38.22	43.48	43.48	43.48	43.48	43.48
255 	[Retrieved Data]935 (5/14/2024 2:02:40 PM)	29.74	13.06	14.89	3.02	3.02	3.02	3.02	3.02	2.80	2.91	3.06	2.91	2.81	2.89	3.04	3.47	4.61	6.21	6.51	6.20	6.05	5.50	4.62	4.08	4.11	4.43	4.99	5.90	7.42	9.73	12.86	16.71	20.20	23.47	26.73	30.30	34.56	39.79	39.79	39.79	39.79	39.79
256 	[Retrieved Data]936 (5/14/2024 2:02:40 PM)	27.82	25.11	-46.77	12.09	12.09	12.09	12.09	12.09	15.24	23.68	33.58	33.99	29.12	22.32	16.67	12.02	9.30	7.33	6.01	5.35	5.10	4.82	4.49	4.26	4.16	4.13	4.17	4.27	4.50	4.90	5.61	6.79	8.20	9.76	11.57	13.82	16.97	21.34	21.34	21.34	21.34	21.34
256 	[Retrieved Data]936 (5/14/2024 2:02:40 PM)	15.77	40.40	-61.25	8.97	8.97	8.97	8.97	8.97	12.03	20.38	30.28	30.67	25.75	18.92	13.30	8.67	5.95	3.98	2.67	2.00	1.77	1.51	1.21	0.99	0.90	0.86	0.85	0.88	1.06	1.42	2.12	3.26	4.67	6.23	8.00	10.26	13.35	17.70	17.70	17.70	17.70	17.70
257 	[Retrieved Data]937 (5/14/2024 2:02:40 PM)	54.30	64.64	49.48	4.67	4.67	4.67	4.67	4.67	4.52	4.45	4.38	4.34	4.34	4.44	4.57	4.81	5.17	5.73	6.19	6.41	6.52	6.48	6.33	6.72	9.15	16.51	30.83	49.45	67.21	79.60	86.64	90.08	91.51	92.14	92.39	92.55	92.69	92.74	92.74	92.74	92.74	92.74
257 	[Retrieved Data]937 (5/14/2024 2:02:40 PM)	49.85	71.10	66.04	1.86	1.86	1.86	1.86	1.86	1.62	1.48	1.36	1.25	1.16	1.18	1.19	1.29	1.54	1.97	2.32	2.49	2.62	2.58	2.46	2.84	5.22	12.50	26.68	45.18	62.91	75.38	82.42	85.90	87.31	87.93	88.18	88.38	88.47	88.50	88.50	88.50	88.50	88.50
258 	[Retrieved Data]938 (5/14/2024 2:02:40 PM)	30.85	1.59	3.44	5.76	5.76	5.76	5.76	5.76	5.56	5.56	5.59	5.47	5.44	5.54	5.66	6.00	6.77	7.79	7.95	7.66	7.41	6.88	6.11	5.56	5.30	5.17	5.21	5.43	5.97	6.90	8.41	10.47	12.67	15.21	18.35	22.18	26.87	32.66	32.66	32.66	32.66	32.66
258 	[Retrieved Data]938 (5/14/2024 2:02:40 PM)	20.84	2.78	4.69	2.84	2.84	2.84	2.84	2.84	2.58	2.52	2.52	2.36	2.23	2.28	2.34	2.61	3.35	4.36	4.51	4.23	4.01	3.49	2.75	2.22	1.97	1.84	1.86	2.04	2.56	3.48	4.95	6.97	9.16	11.67	14.80	18.60	23.23	28.99	28.99	28.99	28.99	28.99
259 	[Retrieved Data]939 (5/14/2024 2:02:40 PM)	29.66	2.56	3.42	5.57	5.57	5.57	5.57	5.57	5.35	5.28	5.23	5.11	5.07	5.14	5.23	5.48	6.04	6.82	6.98	6.80	6.62	6.23	5.66	5.26	5.10	5.04	5.09	5.29	5.75	6.54	7.71	9.35	11.21	13.63	17.09	21.51	26.93	33.46	33.46	33.46	33.46	33.46
259 	[Retrieved Data]939 (5/14/2024 2:02:40 PM)	19.01	4.48	4.95	2.65	2.65	2.65	2.65	2.65	2.38	2.27	2.19	2.00	1.89	1.91	1.94	2.10	2.65	3.42	3.59	3.40	3.25	2.88	2.34	1.96	1.79	1.74	1.78	1.93	2.38	3.12	4.28	5.89	7.75	10.14	13.56	17.98	23.32	29.80	29.80	29.80	29.80	29.80
260 	[Retrieved Data]940 (5/14/2024 2:02:40 PM)	30.05	1.69	3.78	5.54	5.54	5.54	5.54	5.54	5.32	5.27	5.24	5.13	5.10	5.20	5.29	5.57	6.22	7.12	7.34	7.14	6.94	6.49	5.85	5.39	5.17	5.07	5.09	5.29	5.77	6.56	7.81	9.56	11.48	13.92	17.27	21.50	26.67	32.96	32.96	32.96	32.96	32.96
260 	[Retrieved Data]940 (5/14/2024 2:02:40 PM)	19.52	3.06	5.44	2.64	2.64	2.64	2.64	2.64	2.37	2.26	2.18	2.01	1.90	1.92	1.99	2.19	2.81	3.69	3.91	3.70	3.53	3.10	2.49	2.05	1.84	1.74	1.76	1.91	2.35	3.13	4.35	6.04	7.98	10.38	13.68	17.89	23.02	29.25	29.25	29.25	29.25	29.25
261 	[Retrieved Data]941 (5/14/2024 2:02:40 PM)	31.08	2.12	4.46	5.68	5.68	5.68	5.68	5.68	5.46	5.42	5.42	5.32	5.29	5.41	5.52	5.86	6.63	7.70	7.92	7.66	7.44	6.93	6.19	5.65	5.41	5.32	5.35	5.59	6.18	7.17	8.74	10.85	13.11	15.71	18.96	22.91	27.72	33.61	33.61	33.61	33.61	33.61
261 	[Retrieved Data]941 (5/14/2024 2:02:40 PM)	21.19	3.63	6.28	2.78	2.78	2.78	2.78	2.78	2.52	2.41	2.37	2.19	2.11	2.15	2.23	2.47	3.22	4.25	4.48	4.22	4.02	3.53	2.82	2.31	2.06	1.98	2.01	2.23	2.75	3.73	5.25	7.35	9.58	12.16	15.39	19.30	24.07	29.93	29.93	29.93	29.93	29.93
262 	[Retrieved Data]942 (5/14/2024 2:02:40 PM)	29.29	1.93	3.80	5.38	5.38	5.38	5.38	5.38	5.16	5.06	5.00	4.90	4.87	4.94	5.02	5.26	5.79	6.55	6.78	6.64	6.48	6.13	5.60	5.22	5.05	4.99	5.01	5.17	5.57	6.25	7.28	8.74	10.43	12.76	16.26	20.85	26.47	33.24	33.24	33.24	33.24	33.24
262 	[Retrieved Data]942 (5/14/2024 2:02:40 PM)	18.38	3.51	5.64	2.49	2.49	2.49	2.49	2.49	2.21	2.07	1.97	1.81	1.70	1.70	1.75	1.92	2.42	3.17	3.40	3.26	3.12	2.76	2.28	1.91	1.75	1.67	1.68	1.81	2.21	2.85	3.85	5.28	6.98	9.28	12.72	17.29	22.87	29.59	29.59	29.59	29.59	29.59
263 	[Retrieved Data]943 (5/14/2024 2:02:40 PM)	30.32	2.38	4.67	5.45	5.45	5.45	5.45	5.45	5.25	5.18	5.14	5.05	5.02	5.10	5.20	5.47	6.10	7.03	7.32	7.18	7.00	6.57	5.92	5.46	5.26	5.21	5.25	5.48	6.00	6.86	8.21	10.02	12.04	14.55	17.97	22.27	27.50	33.79	33.79	33.79	33.79	33.79
263 	[Retrieved Data]943 (5/14/2024 2:02:40 PM)	20.08	3.99	6.97	2.55	2.55	2.55	2.55	2.55	2.29	2.18	2.11	1.95	1.84	1.85	1.91	2.11	2.72	3.63	3.92	3.77	3.62	3.21	2.60	2.16	1.95	1.88	1.92	2.11	2.60	3.43	4.75	6.54	8.54	11.03	14.41	18.69	23.87	30.14	30.14	30.14	30.14	30.14
264 	[Retrieved Data]944 (5/14/2024 2:02:40 PM)	31.08	3.20	5.14	5.50	5.50	5.50	5.50	5.50	5.31	5.29	5.29	5.20	5.16	5.26	5.37	5.68	6.41	7.43	7.71	7.50	7.32	6.84	6.12	5.61	5.42	5.38	5.46	5.74	6.36	7.42	9.05	11.26	13.58	16.21	19.54	23.56	28.44	34.39	34.39	34.39	34.39	34.39
264 	[Retrieved Data]944 (5/14/2024 2:02:40 PM)	21.30	5.24	7.56	2.59	2.59	2.59	2.59	2.59	2.35	2.28	2.24	2.09	2.00	2.02	2.09	2.32	3.02	4.01	4.29	4.09	3.93	3.47	2.79	2.31	2.12	2.07	2.13	2.39	2.98	4.00	5.61	7.78	10.06	12.72	16.00	20.00	24.83	30.72	30.72	30.72	30.72	30.72
265 	[Retrieved Data]945 (5/14/2024 2:02:40 PM)	29.68	1.68	3.12	5.63	5.63	5.63	5.63	5.63	5.41	5.33	5.29	5.18	5.14	5.21	5.30	5.55	6.12	6.92	7.09	6.90	6.71	6.32	5.74	5.31	5.10	5.03	5.06	5.24	5.66	6.36	7.46	8.98	10.73	13.03	16.39	20.78	26.16	32.68	32.68	32.68	32.68	32.68
265 	[Retrieved Data]945 (5/14/2024 2:02:40 PM)	18.86	3.00	4.19	2.73	2.73	2.73	2.73	2.73	2.46	2.32	2.23	2.05	1.95	1.97	1.99	2.18	2.70	3.49	3.67	3.47	3.31	2.92	2.37	1.96	1.77	1.68	1.69	1.84	2.22	2.92	3.97	5.45	7.19	9.46	12.79	17.13	22.47	28.94	28.94	28.94	28.94	28.94
266 	[Retrieved Data]946 (5/14/2024 2:02:40 PM)	29.74	1.70	3.24	5.68	5.68	5.68	5.68	5.68	5.45	5.35	5.28	5.17	5.13	5.21	5.30	5.54	6.13	6.94	7.11	6.93	6.75	6.34	5.76	5.33	5.14	5.05	5.08	5.25	5.67	6.39	7.51	9.07	10.82	13.18	16.57	20.97	26.39	32.92	32.92	32.92	32.92	32.92
266 	[Retrieved Data]946 (5/14/2024 2:02:40 PM)	18.94	3.17	4.46	2.78	2.78	2.78	2.78	2.78	2.48	2.32	2.23	2.03	1.91	1.94	1.98	2.17	2.71	3.50	3.68	3.47	3.31	2.93	2.38	1.98	1.79	1.69	1.72	1.85	2.25	2.95	4.03	5.54	7.30	9.64	13.00	17.40	22.76	29.24	29.24	29.24	29.24	29.24
267 	[Retrieved Data]947 (5/14/2024 2:02:40 PM)	30.52	2.29	3.69	5.77	5.77	5.77	5.77	5.77	5.56	5.49	5.44	5.32	5.28	5.37	5.49	5.77	6.46	7.38	7.56	7.32	7.10	6.64	5.98	5.49	5.27	5.20	5.26	5.48	6.01	6.90	8.28	10.16	12.24	14.74	18.11	22.29	27.36	33.52	33.52	33.52	33.52	33.52
267 	[Retrieved Data]947 (5/14/2024 2:02:40 PM)	20.35	3.91	5.08	2.90	2.90	2.90	2.90	2.90	2.63	2.49	2.41	2.21	2.10	2.14	2.19	2.41	3.05	3.97	4.13	3.89	3.70	3.27	2.64	2.17	1.95	1.89	1.91	2.11	2.60	3.48	4.82	6.67	8.71	11.20	14.52	18.69	23.73	29.83	29.83	29.83	29.83	29.83
268 	[Retrieved Data]948 (5/14/2024 2:02:40 PM)	30.91	1.40	4.06	5.77	5.77	5.77	5.77	5.77	5.55	5.48	5.45	5.34	5.31	5.43	5.55	5.87	6.65	7.71	7.94	7.70	7.46	6.93	6.18	5.61	5.33	5.22	5.24	5.47	6.03	6.94	8.41	10.42	12.57	15.09	18.32	22.26	27.09	33.02	33.02	33.02	33.02	33.02
268 	[Retrieved Data]948 (5/14/2024 2:02:40 PM)	20.93	2.53	5.59	2.86	2.86	2.86	2.86	2.86	2.60	2.49	2.43	2.23	2.14	2.17	2.24	2.50	3.22	4.26	4.50	4.25	4.02	3.54	2.81	2.28	2.01	1.90	1.90	2.09	2.61	3.50	4.94	6.88	9.03	11.53	14.73	18.65	23.42	29.31	29.31	29.31	29.31	29.31
269 	[Retrieved Data]949 (5/14/2024 2:02:40 PM)	29.83	2.16	3.79	5.62	5.62	5.62	5.62	5.62	5.38	5.27	5.20	5.07	5.04	5.12	5.21	5.46	6.04	6.85	7.05	6.88	6.71	6.33	5.78	5.37	5.18	5.11	5.16	5.35	5.79	6.53	7.67	9.26	11.06	13.48	16.99	21.53	27.08	33.72	33.72	33.72	33.72	33.72
269 	[Retrieved Data]949 (5/14/2024 2:02:40 PM)	19.06	4.00	5.38	2.72	2.72	2.72	2.72	2.72	2.43	2.25	2.13	1.96	1.83	1.86	1.89	2.09	2.62	3.41	3.61	3.43	3.28	2.91	2.39	1.99	1.81	1.76	1.80	1.96	2.37	3.11	4.21	5.75	7.53	9.91	13.38	17.90	23.39	29.99	29.99	29.99	29.99	29.99
270 	[Retrieved Data]950 (5/14/2024 2:02:40 PM)	30.21	1.48	4.10	5.62	5.62	5.62	5.62	5.62	5.38	5.30	5.23	5.12	5.08	5.17	5.29	5.55	6.22	7.15	7.41	7.22	7.03	6.59	5.94	5.46	5.23	5.15	5.17	5.35	5.83	6.61	7.85	9.53	11.45	13.86	17.27	21.58	26.85	33.23	33.23	33.23	33.23	33.23
270 	[Retrieved Data]950 (5/14/2024 2:02:40 PM)	19.85	2.62	5.87	2.74	2.74	2.74	2.74	2.74	2.46	2.30	2.19	2.01	1.90	1.95	1.99	2.20	2.81	3.75	4.00	3.81	3.64	3.21	2.60	2.15	1.91	1.82	1.84	1.97	2.41	3.19	4.37	6.06	7.95	10.34	13.69	18.02	23.22	29.54	29.54	29.54	29.54	29.54
271 	[Retrieved Data]951 (5/14/2024 2:02:40 PM)	31.19	2.19	5.00	5.66	5.66	5.66	5.66	5.66	5.45	5.38	5.35	5.24	5.22	5.32	5.44	5.76	6.52	7.62	7.93	7.73	7.51	6.99	6.24	5.69	5.44	5.35	5.41	5.67	6.28	7.30	8.85	10.96	13.21	15.80	19.12	23.15	28.02	33.98	33.98	33.98	33.98	33.98
